ip_adress;date_time;site_status_code;site;browser_raw
195.80.144.22;03/Mar/2016 18:48:37;505;http://www.exploratorystore.io/product.screen?productId=SF-BVS-G01;"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
195.80.144.22;03/Mar/2016 18:48:38;200;http://www.exploratorystore.io/oldlink?itemId=EST-21;"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
195.80.144.22;03/Mar/2016 18:48:39;200;http://www.exploratorystore.io/category.screen?categoryId=ARCADE;"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
195.80.144.22;03/Mar/2016 18:48:39;200;http://www.exploratorystore.io/product.screen?productId=MB-AG-G07;"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
195.80.144.22;03/Mar/2016 18:48:40;200;http://www.exploratorystore.io/product.screen?productId=MB-AG-T01;"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
195.80.144.22;03/Mar/2016 18:48:40;200;http://www.exploratorystore.io/oldlink?itemId=EST-21;"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
91.205.40.22;03/Mar/2016 18:57:52;200;http://www.exploratorystore.io/category.screen?categoryId=SPORTS;"Opera/9.20 (Windows NT 6.0; U; en)"
91.205.40.22;03/Mar/2016 18:57:54;200;http://www.exploratorystore.io/product.screen?productId=CU-PG-G06;"Opera/9.20 (Windows NT 6.0; U; en)"
91.205.40.22;03/Mar/2016 18:57:55;200;http://www.exploratorystore.io/cart.do?action=addtocart&itemId=EST-26&categoryId=SPORTS&productId=CU-PG-G06;"Opera/9.20 (Windows NT 6.0; U; en)"
91.205.40.22;03/Mar/2016 18:57:55;200;http://www.exploratorystore.io/cart.do?action=purchase&itemId=EST-26;"Opera/9.20 (Windows NT 6.0; U; en)"
60.18.93.11;03/Mar/2016 18:59:54;200;http://www.google.com;"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
60.18.93.11;03/Mar/2016 18:59:55;200;http://www.exploratorystore.io/product.screen?productId=DC-SG-G02;"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
60.18.93.11;03/Mar/2016 18:59:56;400;http://www.exploratorystore.io/cart.do?action=purchase&itemId=EST-14;"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
60.18.93.11;03/Mar/2016 18:59:57;200;http://www.exploratorystore.io/category.screen?categoryId=SPORTS;"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
60.18.93.11;03/Mar/2016 18:59:57;200;http://www.exploratorystore.io/product.screen?productId=DB-SG-G01;"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
60.18.93.11;03/Mar/2016 18:59:59;200;http://www.exploratorystore.io/oldlink?itemId=EST-12;"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
84.34.159.23;03/Mar/2016 19:01:14;200;http://www.google.com;"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)"
84.34.159.23;03/Mar/2016 19:01:15;200;http://www.exploratorystore.io/product.screen?productId=PZ-SG-G05;"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)"
84.34.159.23;03/Mar/2016 19:01:16;200;http://www.exploratorystore.io/product.screen?productId=SC-MG-G10;"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)"
84.34.159.23;03/Mar/2016 19:01:16;200;http://www.exploratorystore.io/cart.do?action=view&itemId=EST-11&productId=WC-SH-A01;"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)"
84.34.159.23;03/Mar/2016 19:01:16;400;http://www.exploratorystore.io/product.screen?productId=SF-BVS-G01;"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)"
84.34.159.23;03/Mar/2016 19:01:16;505;http://www.exploratorystore.io/cart.do?action=view&itemId=EST-15;"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)"
84.34.159.23;03/Mar/2016 19:01:17;200;http://www.exploratorystore.io/product.screen?productId=DC-SG-G02;"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)"
84.34.159.23;03/Mar/2016 19:01:18;200;http://www.exploratorystore.io/category.screen?categoryId=STRATEGY;"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)"
84.34.159.23;03/Mar/2016 19:01:18;200;http://www.exploratorystore.io/product.screen?productId=DC-SG-G02;"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)"
84.34.159.23;03/Mar/2016 19:01:20;200;http://www.exploratorystore.io/cart.do?action=addtocart&itemId=EST-27&categoryId=STRATEGY&productId=DC-SG-G02;"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)"
84.34.159.23;03/Mar/2016 19:01:20;200;http://www.exploratorystore.io/cart.do?action=purchase&itemId=EST-27;"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)"
84.34.159.23;03/Mar/2016 19:01:18;200;http://www.exploratorystore.io/product.screen?productId=WC-SH-G04;"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)"
84.34.159.23;03/Mar/2016 19:01:18;200;http://www.exploratorystore.io/cart.do?action=view&itemId=EST-19&productId=WC-SH-T02;"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1; .NET4.0C; .NET4.0E; MS-RTC LM 8)"
125.89.78.6;03/Mar/2016 19:08:34;200;http://www.google.com;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
125.89.78.6;03/Mar/2016 19:08:36;200;http://www.exploratorystore.io/oldlink?itemId=EST-27;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
125.89.78.6;03/Mar/2016 19:08:37;200;http://www.exploratorystore.io/category.screen?categoryId=STRATEGY;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
125.89.78.6;03/Mar/2016 19:08:37;200;http://www.exploratorystore.io/product.screen?productId=DC-SG-G02;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
27.96.191.11;03/Mar/2016 19:22:43;200;http://www.exploratorystore.io/category.screen?categoryId=STRATEGY;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
27.96.191.11;03/Mar/2016 19:22:45;200;http://www.exploratorystore.io/product.screen?productId=PZ-SG-G05;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
27.96.191.11;03/Mar/2016 19:22:46;200;http://www.exploratorystore.io/cart.do?action=addtocart&itemId=EST-27&categoryId=STRATEGY&productId=PZ-SG-G05;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
27.96.191.11;03/Mar/2016 19:22:47;200;http://www.exploratorystore.io/cart.do?action=purchase&itemId=EST-27;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
27.96.191.11;03/Mar/2016 19:22:44;200;http://www.exploratorystore.io/cart.do?action=view&itemId=EST-19&productId=WC-SH-A02;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
27.96.191.11;03/Mar/2016 19:22:44;200;http://www.exploratorystore.io/category.screen?categoryId=TEE;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
27.96.191.11;03/Mar/2016 19:22:45;200;http://www.exploratorystore.io/oldlink?itemId=EST-21;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
27.96.191.11;03/Mar/2016 19:22:45;404;http://www.exploratorystore.io/product.screen?productId=SF-BVS-G01;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
27.96.191.11;03/Mar/2016 19:22:46;200;http://www.exploratorystore.io/cart.do?action=remove&itemId=EST-15&productId=SC-MG-G10;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
27.96.191.11;03/Mar/2016 19:22:47;200;http://www.exploratorystore.io/category.screen?categoryId=STRATEGY;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
27.96.191.11;03/Mar/2016 19:22:47;200;http://www.exploratorystore.io/oldlink?itemId=EST-18;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
198.35.2.120;03/Mar/2016 19:27:24;200;http://www.bing.com;"Opera/9.20 (Windows NT 6.0; U; en)"
198.35.2.120;03/Mar/2016 19:27:26;200;http://www.exploratorystore.io/category.screen?categoryId=TEE;"Opera/9.20 (Windows NT 6.0; U; en)"
198.35.2.120;03/Mar/2016 19:27:27;200;http://www.exploratorystore.io/product.screen?productId=MB-AG-T01;"Opera/9.20 (Windows NT 6.0; U; en)"
198.35.2.120;03/Mar/2016 19:27:27;200;http://www.exploratorystore.io/category.screen?categoryId=STRATEGY;"Opera/9.20 (Windows NT 6.0; U; en)"
198.35.2.120;03/Mar/2016 19:27:29;200;http://www.exploratorystore.io/product.screen?productId=WC-SH-A02;"Opera/9.20 (Windows NT 6.0; U; en)"
198.35.2.120;03/Mar/2016 19:27:30;200;http://www.exploratorystore.io/oldlink?itemId=EST-7;"Opera/9.20 (Windows NT 6.0; U; en)"
198.35.2.120;03/Mar/2016 19:27:31;200;http://www.exploratorystore.io/cart.do?action=remove&itemId=EST-15&productId=DB-SG-G01;"Opera/9.20 (Windows NT 6.0; U; en)"
198.35.2.120;03/Mar/2016 19:27:32;400;http://www.exploratorystore.io/cart.do?action=view&itemId=EST-15;"Opera/9.20 (Windows NT 6.0; U; en)"
198.35.2.120;03/Mar/2016 19:27:33;200;http://www.exploratorystore.io/product.screen?productId=WC-SH-G04;"Opera/9.20 (Windows NT 6.0; U; en)"
125.17.14.100;03/Mar/2016 19:29:10;200;http://www.yahoo.com;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
125.17.14.100;03/Mar/2016 19:29:11;200;http://www.exploratorystore.io/oldlink?itemId=EST-16;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
125.17.14.100;03/Mar/2016 19:29:11;200;http://www.exploratorystore.io/product.screen?productId=PZ-SG-G05;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
125.17.14.100;03/Mar/2016 19:29:12;505;http://www.exploratorystore.io/product.screen?productId=SF-BVS-G01;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
125.17.14.100;03/Mar/2016 19:29:12;404;http://www.exploratorystore.io/category.screen?categoryId=NULL;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
125.17.14.100;03/Mar/2016 19:29:13;200;http://www.exploratorystore.io/oldlink?itemId=EST-7;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
125.17.14.100;03/Mar/2016 19:29:14;505;http://www.exploratorystore.io/oldlink?itemId=EST-18;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
125.17.14.100;03/Mar/2016 19:29:15;200;http://www.exploratorystore.io/oldlink?itemId=EST-14;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
125.17.14.100;03/Mar/2016 19:29:16;404;http://www.exploratorystore.io/product.screen?productId=SF-BVS-G01;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
125.17.14.100;03/Mar/2016 19:29:17;200;http://www.exploratorystore.io/product.screen?productId=WC-SH-A01;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
125.17.14.100;03/Mar/2016 19:29:19;200;http://www.exploratorystore.io/category.screen?categoryId=STRATEGY;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
125.17.14.100;03/Mar/2016 19:29:20;200;http://www.exploratorystore.io/product.screen?productId=FS-SG-G03;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
125.17.14.100;03/Mar/2016 19:29:21;200;http://www.exploratorystore.io/cart.do?action=addtocart&itemId=EST-19&categoryId=STRATEGY&productId=FS-SG-G03;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
125.17.14.100;03/Mar/2016 19:29:21;200;http://www.exploratorystore.io/cart.do?action=purchase&itemId=EST-19;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
125.17.14.100;03/Mar/2016 19:29:19;500;http://www.exploratorystore.io/oldlink?itemId=EST-12;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
188.138.40.166;03/Mar/2016 19:32:10;200;http://www.bing.com;"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"
188.138.40.166;03/Mar/2016 19:32:10;200;http://www.exploratorystore.io/category.screen?categoryId=SHOOTER;"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"
188.138.40.166;03/Mar/2016 19:32:11;200;http://www.exploratorystore.io/cart.do?action=view&itemId=EST-19&productId=WC-SH-G04;"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"
188.138.40.166;03/Mar/2016 19:32:12;200;http://www.exploratorystore.io/cart.do?action=addtocart&itemId=EST-21&productId=SC-MG-G10;"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)"
